序號,縣市及鄉鎮市區,村里,避難收容處所地址,經度,緯度,避難收容處所名稱,預計收容村里,預計收容人數,適用災害類別,管理人姓名,管理人電話,室內,室外,適合避難弱者安置,capacity,shelter_name,shelter_address,risk_level,river_buffer_m,river_distance_category,river_risk_level,longitude,latitude,geometry_wkt,geometry,shelter_id,name,geometry_500m_buffer,mean_elevation,max_slope,terrain_risk,risk_level_old
1673,花蓮縣卓溪鄉,太平村,6鄰79-1號,121.3166,23.4071,太平社區活動中心,太平村,50,"水災,土石流",潘佳屏,03-8841364,是,否,是,50,太平社區活動中心,6鄰79-1號,極高風險,500.0,<=500m,高風險,121.3166,23.4071,POINT (121.3166 23.4071),POINT (282357.35671440605 2589399.180800843),SH1673,太平社區活動中心,"POLYGON ((282857.3567144898 2589399.1807223, 282854.94907782594 2589350.172152135, 282847.7493546914 2589301.635561292, 282835.8268823559 2589254.038383673, 282819.2964807454 2589207.8390061175, 282798.317346664 2589163.482353887, 282773.09152064106 2589121.39560579, 282743.86194117117 2589081.9840802182, 282710.9101050831 2589045.6273317067, 282674.55335657165 2589012.6754956185, 282635.14183099964 2588983.445916149, 282593.05508290284 2588958.2200901257, 282548.69843067235 2588937.2409560443, 282502.49905311706 2588920.710554434, 282454.9018754979 2588908.788082098, 282406.3652846546 2588901.588358964, 282357.3567144898 2588899.1807223, 282308.348144325 2588901.588358964, 282259.81155348173 2588908.788082098, 282212.21437586256 2588920.710554434, 282166.0149983073 2588937.2409560443, 282121.6583460768 2588958.2200901257, 282079.57159798 2588983.445916149, 282040.160072408 2589012.6754956185, 282003.80332389654 2589045.6273317067, 281970.85148780845 2589081.9840802182, 281941.62190833857 2589121.39560579, 281916.39608231565 2589163.482353887, 281895.4169482342 2589207.8390061175, 281878.8865466237 2589254.038383673, 281866.9640742882 2589301.635561292, 281859.7643511537 2589350.172152135, 281857.3567144898 2589399.1807223, 281859.7643511537 2589448.189292465, 281866.9640742882 2589496.725883308, 281878.8865466237 2589544.323060927, 281895.4169482342 2589590.5224384824, 281916.39608231565 2589634.879090713, 281941.62190833857 2589676.96583881, 281970.85148780845 2589716.3773643817, 282003.80332389654 2589752.734112893, 282040.160072408 2589785.6859489814, 282079.57159798 2589814.915528451, 282121.6583460768 2589840.1413544742, 282166.0149983073 2589861.1204885556, 282212.21437586256 2589877.650890166, 282259.81155348173 2589889.573362502, 282308.348144325 2589896.773085636, 282357.3567144898 2589899.1807223, 282406.3652846546 2589896.773085636, 282454.9018754979 2589889.573362502, 282502.49905311706 2589877.650890166, 282548.69843067235 2589861.1204885556, 282593.05508290284 2589840.1413544742, 282635.14183099964 2589814.915528451, 282674.55335657165 2589785.6859489814, 282710.9101050831 2589752.734112893, 282743.86194117117 2589716.3773643817, 282773.09152064106 2589676.96583881, 282798.317346664 2589634.879090713, 282819.2964807454 2589590.5224384824, 282835.8268823559 2589544.323060927, 282847.7493546914 2589496.725883308, 282854.94907782594 2589448.189292465, 282857.3567144898 2589399.1807223))",129.67033176704473,50.2527614799989,HIGH,High
1706,花蓮縣玉里鎮,松浦里,松浦214-3號,121.3737,23.4293,松浦社區活動中心,松浦里,0,"水災,土石流",林誠觀,03-8851650,是,否,否,0,松浦社區活動中心,松浦214-3號,極高風險,500.0,<=500m,高風險,121.3737,23.429299999999994,POINT (121.3737 23.4293),POINT (288186.80739415955 2591871.584541348),SH1706,松浦社區活動中心,"POLYGON ((288686.80739425856 2591871.584462741, 288684.3997575947 2591822.575892576, 288677.20003446017 2591774.039301733, 288665.27756212465 2591726.442124114, 288648.7471605142 2591680.2427465585, 288627.7680264327 2591635.886094328, 288602.5422004098 2591593.799346231, 288573.3126209399 2591554.387820659, 288540.36078485183 2591518.0310721477, 288504.0040363404 2591485.0792360594, 288464.5925107684 2591455.84965659, 288422.5057626716 2591430.6238305666, 288378.1491104411 2591409.6446964853, 288331.9497328858 2591393.114294875, 288284.35255526664 2591381.191822539, 288235.81596442335 2591373.992099405, 288186.80739425856 2591371.584462741, 288137.79882409377 2591373.992099405, 288089.2622332505 2591381.191822539, 288041.6650556313 2591393.114294875, 287995.465678076 2591409.6446964853, 287951.10902584554 2591430.6238305666, 287909.02227774874 2591455.84965659, 287869.6107521767 2591485.0792360594, 287833.2540036653 2591518.0310721477, 287800.3021675772 2591554.387820659, 287771.0725881073 2591593.799346231, 287745.8467620844 2591635.886094328, 287724.86762800295 2591680.2427465585, 287708.33722639247 2591726.442124114, 287696.41475405695 2591774.039301733, 287689.21503092244 2591822.575892576, 287686.80739425856 2591871.584462741, 287689.21503092244 2591920.593032906, 287696.41475405695 2591969.129623749, 287708.33722639247 2592016.726801368, 287724.86762800295 2592062.9261789233, 287745.8467620844 2592107.282831154, 287771.0725881073 2592149.369579251, 287800.3021675772 2592188.7811048226, 287833.2540036653 2592225.137853334, 287869.6107521767 2592258.0896894224, 287909.02227774874 2592287.319268892, 287951.10902584554 2592312.545094915, 287995.465678076 2592333.5242289966, 288041.6650556313 2592350.054630607, 288089.2622332505 2592361.9771029428, 288137.79882409377 2592369.176826077, 288186.80739425856 2592371.584462741, 288235.81596442335 2592369.176826077, 288284.35255526664 2592361.9771029428, 288331.9497328858 2592350.054630607, 288378.1491104411 2592333.5242289966, 288422.5057626716 2592312.545094915, 288464.5925107684 2592287.319268892, 288504.0040363404 2592258.0896894224, 288540.36078485183 2592225.137853334, 288573.3126209399 2592188.7811048226, 288602.5422004098 2592149.369579251, 288627.7680264327 2592107.282831154, 288648.7471605142 2592062.9261789233, 288665.27756212465 2592016.726801368, 288677.20003446017 2591969.129623749, 288684.3997575947 2591920.593032906, 288686.80739425856 2591871.584462741))",96.41305025349914,44.36047715932647,HIGH,High
1711,花蓮縣玉里鎮,三民里,三民131-2號,121.3498,23.4321,三民社區活動中心,三民里,25,"水災,土石流",彭新發,03-8841164,是,否,否,25,三民社區活動中心,三民131-2號,極高風險,500.0,<=500m,高風險,121.3498,23.4321,POINT (121.3498 23.4321),POINT (285743.7940738788 2592175.526464208),SH1711,三民社區活動中心,"POLYGON ((286243.79407397145 2592175.5263855937, 286241.3864373076 2592126.517815429, 286234.18671417306 2592077.981224586, 286222.26424183755 2592030.3840469667, 286205.73384022707 2591984.1846694113, 286184.7547061456 2591939.828017181, 286159.5288801227 2591897.7412690837, 286130.2993006528 2591858.329743512, 286097.3474645647 2591821.9729950004, 286060.9907160533 2591789.021158912, 286021.5791904813 2591759.7915794426, 285979.4924423845 2591734.5657534194, 285935.135790154 2591713.586619338, 285888.9364125987 2591697.0562177277, 285841.33923497953 2591685.133745392, 285792.80264413625 2591677.9340222576, 285743.79407397145 2591675.5263855937, 285694.78550380666 2591677.9340222576, 285646.2489129634 2591685.133745392, 285598.6517353442 2591697.0562177277, 285552.4523577889 2591713.586619338, 285508.09570555843 2591734.5657534194, 285466.0089574616 2591759.7915794426, 285426.5974318896 2591789.021158912, 285390.2406833782 2591821.9729950004, 285357.2888472901 2591858.329743512, 285328.0592678202 2591897.7412690837, 285302.8334417973 2591939.828017181, 285281.85430771584 2591984.1846694113, 285265.32390610536 2592030.3840469667, 285253.40143376985 2592077.981224586, 285246.20171063533 2592126.517815429, 285243.79407397145 2592175.5263855937, 285246.20171063533 2592224.5349557586, 285253.40143376985 2592273.0715466016, 285265.32390610536 2592320.6687242207, 285281.85430771584 2592366.868101776, 285302.8334417973 2592411.2247540066, 285328.0592678202 2592453.3115021037, 285357.2888472901 2592492.7230276754, 285390.2406833782 2592529.079776187, 285426.5974318896 2592562.031612275, 285466.0089574616 2592591.261191745, 285508.09570555843 2592616.487017768, 285552.4523577889 2592637.4661518494, 285598.6517353442 2592653.9965534597, 285646.2489129634 2592665.9190257955, 285694.78550380666 2592673.11874893, 285743.79407397145 2592675.5263855937, 285792.80264413625 2592673.11874893, 285841.33923497953 2592665.9190257955, 285888.9364125987 2592653.9965534597, 285935.135790154 2592637.4661518494, 285979.4924423845 2592616.487017768, 286021.5791904813 2592591.261191745, 286060.9907160533 2592562.031612275, 286097.3474645647 2592529.079776187, 286130.2993006528 2592492.7230276754, 286159.5288801227 2592453.3115021037, 286184.7547061456 2592411.2247540066, 286205.73384022707 2592366.868101776, 286222.26424183755 2592320.6687242207, 286234.18671417306 2592273.0715466016, 286241.3864373076 2592224.5349557586, 286243.79407397145 2592175.5263855937))",97.0742092015792,44.00849215465779,HIGH,High
1718,花蓮縣卓溪鄉,古風村,12鄰4號,121.332,23.4363,古楓社區活動中心,古風村卓楓、白端社區,50,"水災,土石流",林章成,03-8881852,是,否,是,50,古楓社區活動中心,12鄰4號,極高風險,500.0,<=500m,高風險,121.332,23.436300000000003,POINT (121.332 23.4363),POINT (283923.84125755256 2592636.3322755178),SH1718,古楓社區活動中心,"POLYGON ((284423.84125764057 2592636.332196892, 284421.4336209767 2592587.323626727, 284414.2338978422 2592538.787035884, 284402.31142550666 2592491.1898582648, 284385.7810238962 2592444.9904807094, 284364.8018898147 2592400.633828479, 284339.5760637918 2592358.547080382, 284310.3464843219 2592319.13555481, 284277.39464823384 2592282.7788062985, 284241.0378997224 2592249.8269702103, 284201.6263741504 2592220.5973907406, 284159.5396260536 2592195.3715647175, 284115.1829738231 2592174.392430636, 284068.9835962678 2592157.862029026, 284021.38641864865 2592145.93955669, 283972.84982780536 2592138.7398335556, 283923.84125764057 2592136.332196892, 283874.8326874758 2592138.7398335556, 283826.2960966325 2592145.93955669, 283778.6989190133 2592157.862029026, 283732.49954145803 2592174.392430636, 283688.14288922754 2592195.3715647175, 283646.05614113074 2592220.5973907406, 283606.64461555873 2592249.8269702103, 283570.2878670473 2592282.7788062985, 283537.3360309592 2592319.13555481, 283508.1064514893 2592358.547080382, 283482.8806254664 2592400.633828479, 283461.90149138495 2592444.9904807094, 283445.3710897745 2592491.1898582648, 283433.44861743896 2592538.787035884, 283426.24889430444 2592587.323626727, 283423.84125764057 2592636.332196892, 283426.24889430444 2592685.3407670567, 283433.44861743896 2592733.8773578997, 283445.3710897745 2592781.474535519, 283461.90149138495 2592827.673913074, 283482.8806254664 2592872.0305653047, 283508.1064514893 2592914.117313402, 283537.3360309592 2592953.5288389735, 283570.2878670473 2592989.885587485, 283606.64461555873 2593022.8374235732, 283646.05614113074 2593052.067003043, 283688.14288922754 2593077.292829066, 283732.49954145803 2593098.2719631474, 283778.6989190133 2593114.8023647578, 283826.2960966325 2593126.7248370936, 283874.8326874758 2593133.924560228, 283923.84125764057 2593136.332196892, 283972.84982780536 2593133.924560228, 284021.38641864865 2593126.7248370936, 284068.9835962678 2593114.8023647578, 284115.1829738231 2593098.2719631474, 284159.5396260536 2593077.292829066, 284201.6263741504 2593052.067003043, 284241.0378997224 2593022.8374235732, 284277.39464823384 2592989.885587485, 284310.3464843219 2592953.5288389735, 284339.5760637918 2592914.117313402, 284364.8018898147 2592872.0305653047, 284385.7810238962 2592827.673913074, 284402.31142550666 2592781.474535519, 284414.2338978422 2592733.8773578997, 284421.4336209767 2592685.3407670567, 284423.84125764057 2592636.332196892))",208.2503106220191,47.453662665302076,HIGH,High
1719,花蓮縣卓溪鄉,立山村,6鄰58號,121.332,23.4363,立山社區活動中心,立山村,50,"水災,土石流",高雅芯,03-8841572,是,否,是,50,立山社區活動中心,6鄰58號,極高風險,500.0,<=500m,高風險,121.332,23.436300000000003,POINT (121.332 23.4363),POINT (283923.84125755256 2592636.3322755178),SH1719,立山社區活動中心,"POLYGON ((284423.84125764057 2592636.332196892, 284421.4336209767 2592587.323626727, 284414.2338978422 2592538.787035884, 284402.31142550666 2592491.1898582648, 284385.7810238962 2592444.9904807094, 284364.8018898147 2592400.633828479, 284339.5760637918 2592358.547080382, 284310.3464843219 2592319.13555481, 284277.39464823384 2592282.7788062985, 284241.0378997224 2592249.8269702103, 284201.6263741504 2592220.5973907406, 284159.5396260536 2592195.3715647175, 284115.1829738231 2592174.392430636, 284068.9835962678 2592157.862029026, 284021.38641864865 2592145.93955669, 283972.84982780536 2592138.7398335556, 283923.84125764057 2592136.332196892, 283874.8326874758 2592138.7398335556, 283826.2960966325 2592145.93955669, 283778.6989190133 2592157.862029026, 283732.49954145803 2592174.392430636, 283688.14288922754 2592195.3715647175, 283646.05614113074 2592220.5973907406, 283606.64461555873 2592249.8269702103, 283570.2878670473 2592282.7788062985, 283537.3360309592 2592319.13555481, 283508.1064514893 2592358.547080382, 283482.8806254664 2592400.633828479, 283461.90149138495 2592444.9904807094, 283445.3710897745 2592491.1898582648, 283433.44861743896 2592538.787035884, 283426.24889430444 2592587.323626727, 283423.84125764057 2592636.332196892, 283426.24889430444 2592685.3407670567, 283433.44861743896 2592733.8773578997, 283445.3710897745 2592781.474535519, 283461.90149138495 2592827.673913074, 283482.8806254664 2592872.0305653047, 283508.1064514893 2592914.117313402, 283537.3360309592 2592953.5288389735, 283570.2878670473 2592989.885587485, 283606.64461555873 2593022.8374235732, 283646.05614113074 2593052.067003043, 283688.14288922754 2593077.292829066, 283732.49954145803 2593098.2719631474, 283778.6989190133 2593114.8023647578, 283826.2960966325 2593126.7248370936, 283874.8326874758 2593133.924560228, 283923.84125764057 2593136.332196892, 283972.84982780536 2593133.924560228, 284021.38641864865 2593126.7248370936, 284068.9835962678 2593114.8023647578, 284115.1829738231 2593098.2719631474, 284159.5396260536 2593077.292829066, 284201.6263741504 2593052.067003043, 284241.0378997224 2593022.8374235732, 284277.39464823384 2592989.885587485, 284310.3464843219 2592953.5288389735, 284339.5760637918 2592914.117313402, 284364.8018898147 2592872.0305653047, 284385.7810238962 2592827.673913074, 284402.31142550666 2592781.474535519, 284414.2338978422 2592733.8773578997, 284421.4336209767 2592685.3407670567, 284423.84125764057 2592636.332196892))",208.2503106220191,47.453662665302076,HIGH,High
1726,花蓮縣卓溪鄉,崙山村,1鄰12號,121.3443,23.4391,崙山國小,崙山村、立山村,100,"水災,土石流",莊凱杰,03-8841350,是,否,是,100,崙山國小,1鄰12號,高風險,2000.0,1000-2000m,低風險,121.34430000000002,23.4391,POINT (121.3443 23.4391),POINT (285179.92736311053 2592949.3558232905),SH1726,崙山國小,"POLYGON ((285679.92736320186 2592949.3557446566, 285677.519726538 2592900.3471744917, 285670.32000340347 2592851.8105836487, 285658.39753106795 2592804.2134060296, 285641.8671294575 2592758.014028474, 285620.887995376 2592713.6573762437, 285595.6621693531 2592671.5706281466, 285566.4325898832 2592632.159102575, 285533.4807537951 2592595.8023540634, 285497.1240052837 2592562.850517975, 285457.7124797117 2592533.6209385055, 285415.6257316149 2592508.3951124824, 285371.2690793844 2592487.415978401, 285325.0697018291 2592470.8855767907, 285277.47252420994 2592458.963104455, 285228.93593336665 2592451.7633813205, 285179.92736320186 2592449.3557446566, 285130.91879303707 2592451.7633813205, 285082.3822021938 2592458.963104455, 285034.7850245746 2592470.8855767907, 284988.5856470193 2592487.415978401, 284944.22899478883 2592508.3951124824, 284902.14224669203 2592533.6209385055, 284862.73072112 2592562.850517975, 284826.3739726086 2592595.8023540634, 284793.4221365205 2592632.159102575, 284764.1925570506 2592671.5706281466, 284738.9667310277 2592713.6573762437, 284717.98759694624 2592758.014028474, 284701.45719533577 2592804.2134060296, 284689.53472300025 2592851.8105836487, 284682.33499986574 2592900.3471744917, 284679.92736320186 2592949.3557446566, 284682.33499986574 2592998.3643148215, 284689.53472300025 2593046.9009056645, 284701.45719533577 2593094.4980832837, 284717.98759694624 2593140.697460839, 284738.9667310277 2593185.0541130695, 284764.1925570506 2593227.1408611666, 284793.4221365205 2593266.5523867384, 284826.3739726086 2593302.90913525, 284862.73072112 2593335.860971338, 284902.14224669203 2593365.090550808, 284944.22899478883 2593390.316376831, 284988.5856470193 2593411.2955109123, 285034.7850245746 2593427.8259125226, 285082.3822021938 2593439.7483848585, 285130.91879303707 2593446.9481079928, 285179.92736320186 2593449.3557446566, 285228.93593336665 2593446.9481079928, 285277.47252420994 2593439.7483848585, 285325.0697018291 2593427.8259125226, 285371.2690793844 2593411.2955109123, 285415.6257316149 2593390.316376831, 285457.7124797117 2593365.090550808, 285497.1240052837 2593335.860971338, 285533.4807537951 2593302.90913525, 285566.4325898832 2593266.5523867384, 285595.6621693531 2593227.1408611666, 285620.887995376 2593185.0541130695, 285641.8671294575 2593140.697460839, 285658.39753106795 2593094.4980832837, 285670.32000340347 2593046.9009056645, 285677.519726538 2592998.3643148215, 285679.92736320186 2592949.3557446566))",162.84708940745008,45.811632154146885,HIGH,Low
1727,花蓮縣卓溪鄉,崙山村,1鄰11-1號,121.3438,23.4393,崙山社區活動中心,崙山村,50,土石流,施鎮村,03-8841362,是,否,是,50,崙山社區活動中心,1鄰11-1號,高風險,2000.0,1000-2000m,低風險,121.3438,23.4393,POINT (121.3438 23.4393),POINT (285128.78501541924 2592971.381889701),SH1727,崙山社區活動中心,"POLYGON ((285628.7850155104 2592971.381811067, 285626.3773788465 2592922.373240902, 285619.177655712 2592873.836650059, 285607.2551833765 2592826.23947244, 285590.724781766 2592780.0400948846, 285569.74564768455 2592735.683442654, 285544.51982166164 2592693.596694557, 285515.29024219175 2592654.1851689853, 285482.33840610366 2592617.8284204737, 285445.98165759223 2592584.8765843855, 285406.5701320202 2592555.647004916, 285364.4833839234 2592530.4211788927, 285320.12673169293 2592509.4420448113, 285273.92735413765 2592492.911643201, 285226.3301765185 2592480.989170865, 285177.7935856752 2592473.789447731, 285128.7850155104 2592471.381811067, 285079.7764453456 2592473.789447731, 285031.2398545023 2592480.989170865, 284983.64267688314 2592492.911643201, 284937.44329932786 2592509.4420448113, 284893.08664709737 2592530.4211788927, 284850.99989900057 2592555.647004916, 284811.58837342856 2592584.8765843855, 284775.2316249171 2592617.8284204737, 284742.27978882904 2592654.1851689853, 284713.05020935915 2592693.596694557, 284687.82438333624 2592735.683442654, 284666.8452492548 2592780.0400948846, 284650.3148476443 2592826.23947244, 284638.3923753088 2592873.836650059, 284631.1926521743 2592922.373240902, 284628.7850155104 2592971.381811067, 284631.1926521743 2593020.390381232, 284638.3923753088 2593068.926972075, 284650.3148476443 2593116.524149694, 284666.8452492548 2593162.7235272494, 284687.82438333624 2593207.08017948, 284713.05020935915 2593249.166927577, 284742.27978882904 2593288.5784531487, 284775.2316249171 2593324.9352016603, 284811.58837342856 2593357.8870377485, 284850.99989900057 2593387.116617218, 284893.08664709737 2593412.3424432413, 284937.44329932786 2593433.3215773227, 284983.64267688314 2593449.851978933, 285031.2398545023 2593461.774451269, 285079.7764453456 2593468.974174403, 285128.7850155104 2593471.381811067, 285177.7935856752 2593468.974174403, 285226.3301765185 2593461.774451269, 285273.92735413765 2593449.851978933, 285320.12673169293 2593433.3215773227, 285364.4833839234 2593412.3424432413, 285406.5701320202 2593387.116617218, 285445.98165759223 2593357.8870377485, 285482.33840610366 2593324.9352016603, 285515.29024219175 2593288.5784531487, 285544.51982166164 2593249.166927577, 285569.74564768455 2593207.08017948, 285590.724781766 2593162.7235272494, 285607.2551833765 2593116.524149694, 285619.177655712 2593068.926972075, 285626.3773788465 2593020.390381232, 285628.7850155104 2592971.381811067))",168.50003550051431,45.811632154146885,HIGH,Low
1757,花蓮縣玉里鎮,春日里,75-1號,121.3967,23.455,春日社區活動中心,春日里,35,"水災,土石流",陳青廉,03-8875453,是,否,否,35,春日社區活動中心,75-1號,高風險,500.0,<=500m,高風險,121.3967,23.454999999999995,POINT (121.3967 23.455),POINT (290529.2649886572 2594723.9107624018),SH1757,春日社區活動中心,"POLYGON ((291029.26498876244 2594723.910683724, 291026.85735209857 2594674.902113559, 291019.65762896405 2594626.365522716, 291007.73515662854 2594578.768345097, 290991.20475501806 2594532.5689675417, 290970.2256209366 2594488.212315311, 290944.9997949137 2594446.125567214, 290915.7702154438 2594406.7140416424, 290882.8183793557 2594370.357293131, 290846.4616308443 2594337.4054570426, 290807.05010527227 2594308.175877573, 290764.96335717547 2594282.95005155, 290720.606704945 2594261.9709174684, 290674.4073273897 2594245.440515858, 290626.8101497705 2594233.5180435223, 290578.27355892723 2594226.318320388, 290529.26498876244 2594223.910683724, 290480.25641859765 2594226.318320388, 290431.71982775436 2594233.5180435223, 290384.1226501352 2594245.440515858, 290337.9232725799 2594261.9709174684, 290293.5666203494 2594282.95005155, 290251.4798722526 2594308.175877573, 290212.0683466806 2594337.4054570426, 290175.7115981692 2594370.357293131, 290142.7597620811 2594406.7140416424, 290113.5301826112 2594446.125567214, 290088.3043565883 2594488.212315311, 290067.3252225068 2594532.5689675417, 290050.79482089635 2594578.768345097, 290038.87234856084 2594626.365522716, 290031.6726254263 2594674.902113559, 290029.26498876244 2594723.910683724, 290031.6726254263 2594772.919253889, 290038.87234856084 2594821.455844732, 290050.79482089635 2594869.053022351, 290067.3252225068 2594915.2523999065, 290088.3043565883 2594959.609052137, 290113.5301826112 2595001.695800234, 290142.7597620811 2595041.107325806, 290175.7115981692 2595077.4640743174, 290212.0683466806 2595110.4159104056, 290251.4798722526 2595139.645489875, 290293.5666203494 2595164.8713158984, 290337.9232725799 2595185.85044998, 290384.1226501352 2595202.38085159, 290431.71982775436 2595214.303323926, 290480.25641859765 2595221.50304706, 290529.26498876244 2595223.910683724, 290578.27355892723 2595221.50304706, 290626.8101497705 2595214.303323926, 290674.4073273897 2595202.38085159, 290720.606704945 2595185.85044998, 290764.96335717547 2595164.8713158984, 290807.05010527227 2595139.645489875, 290846.4616308443 2595110.4159104056, 290882.8183793557 2595077.4640743174, 290915.7702154438 2595041.107325806, 290944.9997949137 2595001.695800234, 290970.2256209366 2594959.609052137, 290991.20475501806 2594915.2523999065, 291007.73515662854 2594869.053022351, 291019.65762896405 2594821.455844732, 291026.85735209857 2594772.919253889, 291029.26498876244 2594723.910683724))",93.23346433055644,15.3510545050099,LOW,High
1771,花蓮縣瑞穗鄉,舞鶴村,14鄰中正南路二段278號,121.3536,23.4602,舞鶴社區活動中心,舞鶴村,100,"水災,土石流",楊明林,03-8871755,是,否,是,100,舞鶴社區活動中心,14鄰中正南路二段278號,高風險,2000.0,1000-2000m,低風險,121.3536,23.460199999999997,POINT (121.3536 23.4602),POINT (286124.45349223685 2595288.287066747),SH1771,舞鶴社區活動中心,"POLYGON ((286624.45349233074 2595288.286988055, 286622.04585566686 2595239.27841789, 286614.84613253234 2595190.741827047, 286602.92366019683 2595143.144649428, 286586.39325858635 2595096.9452718724, 286565.4141245049 2595052.588619642, 286540.188298482 2595010.501871545, 286510.9587190121 2594971.090345973, 286478.006882924 2594934.7335974616, 286441.6501344126 2594901.7817613734, 286402.23860884056 2594872.5521819037, 286360.15186074376 2594847.3263558806, 286315.7952085133 2594826.347221799, 286269.595830958 2594809.816820189, 286221.9986533388 2594797.894347853, 286173.4620624955 2594790.6946247187, 286124.45349233074 2594788.286988055, 286075.44492216595 2594790.6946247187, 286026.90833132266 2594797.894347853, 285979.3111537035 2594809.816820189, 285933.1117761482 2594826.347221799, 285888.7551239177 2594847.3263558806, 285846.6683758209 2594872.5521819037, 285807.2568502489 2594901.7817613734, 285770.90010173747 2594934.7335974616, 285737.9482656494 2594971.090345973, 285708.7186861795 2595010.501871545, 285683.4928601566 2595052.588619642, 285662.5137260751 2595096.9452718724, 285645.98332446464 2595143.144649428, 285634.0608521291 2595190.741827047, 285626.8611289946 2595239.27841789, 285624.45349233074 2595288.286988055, 285626.8611289946 2595337.29555822, 285634.0608521291 2595385.832149063, 285645.98332446464 2595433.429326682, 285662.5137260751 2595479.6287042373, 285683.4928601566 2595523.985356468, 285708.7186861795 2595566.072104565, 285737.9482656494 2595605.4836301366, 285770.90010173747 2595641.840378648, 285807.2568502489 2595674.7922147363, 285846.6683758209 2595704.021794206, 285888.7551239177 2595729.247620229, 285933.1117761482 2595750.2267543105, 285979.3111537035 2595766.757155921, 286026.90833132266 2595778.6796282567, 286075.44492216595 2595785.879351391, 286124.45349233074 2595788.286988055, 286173.4620624955 2595785.879351391, 286221.9986533388 2595778.6796282567, 286269.595830958 2595766.757155921, 286315.7952085133 2595750.2267543105, 286360.15186074376 2595729.247620229, 286402.23860884056 2595704.021794206, 286441.6501344126 2595674.7922147363, 286478.006882924 2595641.840378648, 286510.9587190121 2595605.4836301366, 286540.188298482 2595566.072104565, 286565.4141245049 2595523.985356468, 286586.39325858635 2595479.6287042373, 286602.92366019683 2595433.429326682, 286614.84613253234 2595385.832149063, 286622.04585566686 2595337.29555822, 286624.45349233074 2595288.286988055))",229.88353063622299,49.79938822324684,HIGH,Low
1778,花蓮縣豐濱鄉,靜浦村,64號,121.4954,23.4615,靜浦國小大禮堂,靜浦村,0,"水災,震災",李楊元,03-8781021,是,否,是,0,靜浦國小大禮堂,64號,極高風險,500.0,<=500m,高風險,121.4954,23.4615,POINT (121.4954 23.4615),POINT (300610.7303535472 2595474.9827535665),SH1778,靜浦國小大禮堂,"POLYGON ((301110.73035367875 2595474.982674871, 301108.3227170149 2595425.974104706, 301101.12299388036 2595377.437513863, 301089.20052154484 2595329.840336244, 301072.67011993437 2595283.6409586887, 301051.6909858529 2595239.284306458, 301026.46515983 2595197.197558361, 300997.2355803601 2595157.7860327894, 300964.283744272 2595121.429284278, 300927.9269957606 2595088.4774481896, 300888.5154701886 2595059.24786872, 300846.4287220918 2595034.022042697, 300802.0720698613 2595013.0429086154, 300755.872692306 2594996.512507005, 300708.27551468683 2594984.5900346693, 300659.73892384354 2594977.390311535, 300610.73035367875 2594974.982674871, 300561.72178351396 2594977.390311535, 300513.1851926707 2594984.5900346693, 300465.5880150515 2594996.512507005, 300419.3886374962 2595013.0429086154, 300375.0319852657 2595034.022042697, 300332.9452371689 2595059.24786872, 300293.5337115969 2595088.4774481896, 300257.1769630855 2595121.429284278, 300224.2251269974 2595157.7860327894, 300194.9955475275 2595197.197558361, 300169.7697215046 2595239.284306458, 300148.79058742314 2595283.6409586887, 300132.26018581266 2595329.840336244, 300120.33771347714 2595377.437513863, 300113.1379903426 2595425.974104706, 300110.73035367875 2595474.982674871, 300113.1379903426 2595523.991245036, 300120.33771347714 2595572.527835879, 300132.26018581266 2595620.125013498, 300148.79058742314 2595666.3243910535, 300169.7697215046 2595710.681043284, 300194.9955475275 2595752.767791381, 300224.2251269974 2595792.179316953, 300257.1769630855 2595828.5360654644, 300293.5337115969 2595861.4879015526, 300332.9452371689 2595890.7174810222, 300375.0319852657 2595915.9433070454, 300419.3886374962 2595936.922441127, 300465.5880150515 2595953.452842737, 300513.1851926707 2595965.375315073, 300561.72178351396 2595972.575038207, 300610.73035367875 2595974.982674871, 300659.73892384354 2595972.575038207, 300708.27551468683 2595965.375315073, 300755.872692306 2595953.452842737, 300802.0720698613 2595936.922441127, 300846.4287220918 2595915.9433070454, 300888.5154701886 2595890.7174810222, 300927.9269957606 2595861.4879015526, 300964.283744272 2595828.5360654644, 300997.2355803601 2595792.179316953, 301026.46515983 2595752.767791381, 301051.6909858529 2595710.681043284, 301072.67011993437 2595666.3243910535, 301089.20052154484 2595620.125013498, 301101.12299388036 2595572.527835879, 301108.3227170149 2595523.991245036, 301110.73035367875 2595474.982674871))",18.59616715898101,54.61034448268436,HIGH,High
